'PBS level';'PBS number';'Is component';'Name from PBS/BoM';'Status of component selection';'Acronym (from PBS)';'Responsible institution';'Component type';'Field component';'Lab tool';'Supplier';'Manufacturer';'Part number (from manufacturer)';'Catalogue reference';'Cost unit (€)';'Cost status';'Mass (kg)';'Quantity';'Material';'Treatment';'Coating';'STEP link';'Budget';'Current (PS only) (A)';'Voltage DC (V)';'Voltage AC (V)';'Initialization - Power (W)';'Initialization - Current consumption (A)';'Stand-by - Power (W)';'Stand-by - Current consumption (A)';'Calibration - Power (W)';'Calibration - Current consumption (A)';'Observation - Power (W)';'Observation - Current consumption (A)';'Maintenance - Power (W)';'Maintenance - Current consumption (A)';'UPS Power - UPS required';'UPS Power - UPS required time (h)';'Heat dissipated (W)';'Heat load to air (W)';'Heat load to coolant (W)';'Skin temperature above environment (ºC)';'Cooling required';'Function';'Cable - Max length (m)';'Cable - Length (m)';'Cable - Outer diameter (m)';'Cable - Min dynamic bending radius (mm)';'Cable - Min static bending radius (mm)';'Cable - Mass density (kg/m)'
'7';'';'YES';'';'PRELIMINARY';'';'IAC';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.03.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'?';'?';'5.5';'44';'27.5';'0.054'
'7';'318240-????';'YES';'?';'BASELINE';'CM IC??';'CAB';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.14';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'7.5';'60';'37.5';'0.079'
'7';'';'YES';'';'PRELIMINARY';'';'IAC';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.14';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'7.5';'60';'37.5';'0.079'
'7';'318240-????';'YES';'?';'BASELINE';'CM IC??';'CAB';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'5.5';'44';'27.5';'0.039'
'7';'';'YES';'';'PRELIMINARY';'';'IAC';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'5.5';'44';'27.5';'0.039'
'7';'318240-????';'YES';'?';'BASELINE';'CM IC??';'CAB';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'5.5';'44';'27.5';'0.039'
'7';'';'YES';'';'PRELIMINARY';'';'IAC';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'5.5';'44';'27.5';'0.039'
'7';'318240-????';'YES';'?';'BASELINE';'CM IC??';'CAB';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.03.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'?';'?';'5.5';'44';'27.5';'0.054'
'7';'';'YES';'';'PRELIMINARY';'';'IAC';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.03.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'?';'?';'5.5';'44';'27.5';'0.054'
'7';'318240-????';'YES';'?';'BASELINE';'CM IC??';'CAB';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.14';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'7.5';'60';'37.5';'0.079'
'7';'';'YES';'';'PRELIMINARY';'';'IAC';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.14';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'7.5';'60';'37.5';'0.079'
'7';'318240-????';'YES';'?';'BASELINE';'CM IC??';'CAB';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'5.5';'44';'27.5';'0.039'
'7';'';'YES';'';'PRELIMINARY';'';'IAC';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'5.5';'44';'27.5';'0.039'
'7';'318240-????';'YES';'?';'BASELINE';'CM IC??';'CAB';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'5.5';'44';'27.5';'0.039'
'7';'';'YES';'';'PRELIMINARY';'';'IAC';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'5.5';'44';'27.5';'0.039'
'7';'318240-????';'YES';'?';'BASELINE';'CM IC??';'CAB';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.03.05';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'?';'?';'6';'48';'30';'0.060'
'7';'';'YES';'';'PRELIMINARY';'';'IAC';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.03.05';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'?';'?';'6';'48';'30';'0.060'
'7';'318240-????';'YES';'?';'BASELINE';'CM IC??';'CAB';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF2.02.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15890';'?';'ESTIMATED';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'?';'?';'7';'28';'21';'0.059'
'7';'';'YES';'';'PRELIMINARY';'';'IAC';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF2.02.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15890';'?';'ESTIMATED';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'?';'?';'7';'28';'21';'0.059'
'7';'318240-????';'YES';'?';'BASELINE';'CM IC??';'CAB';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF2.02.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15890';'?';'ESTIMATED';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'?';'?';'7';'28';'21';'0.059'
'7';'';'YES';'';'PRELIMINARY';'';'IAC';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF2.02.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15890';'?';'ESTIMATED';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'?';'?';'7';'28';'21';'0.059'
'7';'318240-????';'YES';'?';'BASELINE';'CM IC??';'CAB';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF2.02.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15890';'?';'ESTIMATED';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'?';'?';'7';'28';'21';'0.059'
'7';'';'YES';'';'PRELIMINARY';'';'IAC';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF2.02.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15890';'?';'ESTIMATED';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'?';'?';'7';'28';'21';'0.059'
'7';'318240-????';'YES';'?';'BASELINE';'CM IC??';'CAB';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF2.02.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15890';'?';'ESTIMATED';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'?';'?';'7';'28';'21';'0.059'
'7';'';'YES';'';'PRELIMINARY';'';'IAC';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF2.02.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15890';'?';'ESTIMATED';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'?';'?';'7';'28';'21';'0.059'
'7';'318240-????';'YES';'?';'BASELINE';'CM IC??';'CAB';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.03.14';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'?';'?';'8';'64';'40';'0.126'
'7';'';'YES';'';'PRELIMINARY';'';'IAC';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.03.14';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'?';'?';'8';'64';'40';'0.126'
'7';'318240-????';'YES';'?';'BASELINE';'CM IC??';'CAB';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.08';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'7';'56';'35';'0.064'
'7';'';'YES';'';'PRELIMINARY';'';'IAC';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.08';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'7';'56';'35';'0.064'
'7';'318240-????';'YES';'?';'BASELINE';'CM IC??';'CAB';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.03.14';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'?';'?';'8';'64';'40';'0.126'
'7';'';'YES';'';'PRELIMINARY';'';'IAC';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.03.14';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'?';'?';'8';'64';'40';'0.126'
'7';'318240-????';'YES';'?';'BASELINE';'CM IC??';'CAB';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.08';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'7';'56';'35';'0.064'
'7';'';'YES';'';'PRELIMINARY';'';'IAC';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.08';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'7';'56';'35';'0.064'
'7';'318240-????';'YES';'?';'BASELINE';'CM IC??';'CAB';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.03.14';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'?';'?';'8';'64';'40';'0.126'
'7';'';'YES';'';'PRELIMINARY';'';'IAC';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.03.14';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'?';'?';'8';'64';'40';'0.126'
'7';'318240-????';'YES';'?';'BASELINE';'CM IC??';'CAB';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.08';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'7';'56';'35';'0.064'
'7';'';'YES';'';'PRELIMINARY';'';'IAC';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.08';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'7';'56';'35';'0.064'
'7';'318240-????';'YES';'?';'BASELINE';'CM IC??';'CAB';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.03.14';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'?';'?';'8';'64';'40';'0.126'
'7';'';'YES';'';'PRELIMINARY';'';'IAC';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.03.14';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'?';'?';'8';'64';'40';'0.126'
'7';'318240-????';'YES';'?';'BASELINE';'CM IC??';'CAB';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.08';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'7';'56';'35';'0.064'
'7';'';'YES';'';'PRELIMINARY';'';'IAC';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.08';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'7';'56';'35';'0.064'
'7';'318240-????';'YES';'?';'BASELINE';'CM IC??';'CAB';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.03.14';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'?';'?';'8';'64';'40';'0.126'
'7';'';'YES';'';'PRELIMINARY';'';'IAC';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.03.14';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'?';'?';'8';'64';'40';'0.126'
'7';'318240-????';'YES';'?';'BASELINE';'CM IC??';'CAB';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.08';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'7';'56';'35';'0.064'
'7';'';'YES';'';'PRELIMINARY';'';'IAC';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.08';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'7';'56';'35';'0.064'
'7';'318240-????';'YES';'?';'BASELINE';'CM IC??';'CAB';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'5.5';'44';'27.5';'0.039'
'7';'';'YES';'';'PRELIMINARY';'';'IAC';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'5.5';'44';'27.5';'0.039'
'7';'318240-????';'YES';'?';'BASELINE';'CM IC??';'CAB';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'5.5';'44';'27.5';'0.039'
'7';'';'YES';'';'PRELIMINARY';'';'IAC';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'5.5';'44';'27.5';'0.039'
'7';'318240-????';'YES';'?';'BASELINE';'CM IC??';'CAB';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'5.5';'44';'27.5';'0.039'
'7';'';'YES';'';'PRELIMINARY';'';'IAC';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'5.5';'44';'27.5';'0.039'
'7';'318240-????';'YES';'?';'BASELINE';'CM IC??';'CAB';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'5.5';'44';'27.5';'0.039'
'7';'';'YES';'';'PRELIMINARY';'';'IAC';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'5.5';'44';'27.5';'0.039'
'7';'318240-????';'YES';'?';'BASELINE';'CM IC??';'CAB';'Electrical';'YES';'NO';'IGUS';'IGUS';'CF240.PUR.01.04';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15888';'?';'?';'?';'1';'Polyurethane';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'?';'?';'5.5';'44';'27.5';'0.039'
