'PBS level';'PBS number';'Is component';'Name from PBS/BoM';'Status of component selection';'Acronym (from PBS)';'Responsible institution';'Component type';'Field component';'Lab tool';'Supplier';'Manufacturer';'Part number (from manufacturer)';'Catalogue reference';'Cost unit (€)';'Cost status';'Mass (kg)';'Quantity';'Material';'Treatment';'Coating';'STEP link';'Budget';'Current (PS only) (A)';'Voltage DC (V)';'Voltage AC (V)';'Initialization - Power (W)';'Initialization - Current consumption (A)';'Stand-by - Power (W)';'Stand-by - Current consumption (A)';'Calibration - Power (W)';'Calibration - Current consumption (A)';'Observation - Power (W)';'Observation - Current consumption (A)';'Maintenance - Power (W)';'Maintenance - Current consumption (A)';'UPS Power - UPS required';'UPS Power - UPS required time (h)';'Heat dissipated (W)';'Heat load to air (W)';'Heat load to coolant (W)';'Skin temperature above environment (ºC)';'Cooling required';'Function';'Cable - Max length (m)';'Cable - Length (m)';'Cable - Outer diameter (m)';'Cable - Min dynamic bending radius (mm)';'Cable - Min static bending radius (mm)';'Cable - Mass density (kg/m)'
'7';'';'YES';'';'BASELINE';'';'CAB';'Electrical/Mechanical';'YES';'NO';'RS';'RS';'144-7654';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15901';'40.41';'QUOTED';'?';'1';'Brass and polyurethane (cable)';'Plated';'Nickel';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'5';'5';'?';'?';'?';'?'
'7';'';'YES';'';'BASELINE';'';'IAC';'Electrical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'?';'';'?';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'?';'YES';'?';'BASELINE';'?';'CAB';'Electrical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'?';'';'?';'';'NA';'';'';'';'';'';'';'';'';'';'';'';'';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'?';'YES';'?';'BASELINE';'?';'CAB';'Electrical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'?';'';'?';'';'NA';'';'';'';'';'';'';'';'';'';'';'';'';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'?';'YES';'?';'BASELINE';'?';'CAB';'Electrical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'?';'';'?';'';'NA';'';'';'';'';'';'';'';'';'';'';'';'';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'?';'YES';'?';'BASELINE';'?';'CAB';'Electrical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'?';'';'?';'';'NA';'';'';'';'';'';'';'';'';'';'';'';'';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'?';'YES';'?';'BASELINE';'?';'CAB';'Electrical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'?';'';'?';'';'NA';'';'';'';'';'';'';'';'';'';'';'';'';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'?';'YES';'?';'BASELINE';'?';'CAB';'Electrical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'?';'';'?';'';'NA';'';'';'';'';'';'';'';'';'';'';'';'';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'?';'YES';'?';'BASELINE';'?';'CAB';'Electrical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'?';'';'?';'';'NA';'';'';'';'';'';'';'';'';'';'';'';'';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'?';'YES';'?';'BASELINE';'?';'CAB';'Electrical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'?';'';'?';'';'NA';'';'';'';'';'';'';'';'';'';'';'';'';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'?';'YES';'?';'BASELINE';'?';'CAB';'Electrical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'?';'';'?';'';'NA';'';'';'';'';'';'';'';'';'';'';'';'';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'?';'YES';'?';'BASELINE';'?';'CAB';'Electrical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'?';'';'?';'';'NA';'';'';'';'';'';'';'';'';'';'';'';'';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'';'YES';'';'BASELINE';'';'IAC';'Electrical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'?';'?';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'';'YES';'';'BASELINE';'';'IAC';'Electrical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'?';'?';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'';'YES';'';'BASELINE';'';'IAC';'Electrical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'?';'?';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Control';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'?';'YES';'?';'BASELINE';'?';'LAM/CAB';'Electrical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'?';'YES';'?';'BASELINE';'?';'LAM/CAB';'Electrical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Power';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'316211-0001';'YES';'LED Source 1 - 680nm';'BASELINE';'CM GLS1';'CAB';'Electronic/Optical';'YES';'NO';'THORLABS';'THORLABS';'M680F3';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=1258';'391.20';'ESTIMATED';'0.120';'1';'?';'NO';'NO';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic\LEDs';'';'NA';'2.5';'NA';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'NA';'';'NO';'Power';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'316211-0002';'YES';'LED Source 2 - 780nm';'BASELINE';'CM GLS2';'CAB';'Electronic/Optical';'YES';'NO';'THORLABS';'THORLABS';'M780F2';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=1259';'415.73';'ESTIMATED';'0.120';'1';'?';'NO';'NO';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic\LEDs';'';'NA';'2.1';'NA';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'NA';'';'NO';'Power';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'316211-0003';'YES';'LED Source 3 - 1050nm';'BASELINE';'CM GLS3';'CAB';'Electronic/Optical';'YES';'NO';'THORLABS';'THORLABS';'M1050F3';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=1257';'576.96';'ESTIMATED';'0.120';'1';'?';'NO';'NO';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic\LEDs';'';'NA';'1.4';'NA';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'NA';'';'NO';'Power';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'315122-0001';'YES';'Continuum QTH Lamp';'BASELINE';'CM LQTH';'CAB';'Optical/Electronic';'YES';'NO';'PRO-LITE';'LABSPHERE';'HIS-050';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=1467';'?';'?';'?';'1';'?';'NO';'NO';'';'';'NA';'12';'NA';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'NA';'';'?';'Light';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'315121-0003';'YES';'Ne Lamp';'BASELINE';'CM LNe';'CAB';'Optical/Electronic';'YES';'NO';'?';'Analytik Jena';'90-0015-01';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=1463';'270';'ESTIMATED';'?';'1';'?';'NO';'NO';'';'';'NA';'NA';'450';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'NA';'';'NO';'Light';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'315121-0001';'YES';'Ar Lamp';'BASELINE';'CM LAr';'CAB';'Optical/Electronic';'YES';'NO';'?';'Analytik Jena';'90-0013-01';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=1463';'255';'ESTIMATED';'?';'1';'?';'NO';'NO';'';'';'NA';'NA';'450';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'NA';'';'NO';'Light';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'315121-0002';'YES';'Kr Lamp';'BASELINE';'CM LKr';'CAB';'Optical/Electronic';'YES';'NO';'?';'Analytik Jena';'90-0014-01';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=1463';'255';'ESTIMATED';'?';'1';'?';'NO';'NO';'';'';'NA';'NA';'450';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'NA';'';'NO';'Light';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'315121-0004';'YES';'Xe Lamp';'BASELINE';'CM LXe';'CAB';'Optical/Electronic';'YES';'NO';'?';'Analytik Jena';'90-0017-01';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=1463';'274';'ESTIMATED';'?';'1';'?';'NO';'NO';'';'';'NA';'NA';'500';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'NA';'';'NO';'Light';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'315511-0001';'YES';'ICU Positioning Stage Motor';'BASELINE';'CM IPM PSM';'CAB';'Electronic';'YES';'NO';'?';'Orientalmotor';'PKP268MD28B2';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15881';'126.50';'QUOTED';'1.1';'1';'';'NO';'NO';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CStepperMotor%5COrientalMotor\PKP';'';'NA';'24';'NA';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'NA';'';'NO';'Power';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'315521-0001';'YES';'ICU Focusing Stage Motor';'BASELINE';'CM IPM FSM';'CAB';'Electronic';'YES';'NO';'?';'Orientalmotor';'PKP268MD28B2';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15881';'126.50';'QUOTED';'1.1';'1';'';'NO';'NO';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CStepperMotor%5COrientalMotor\PKP';'';'NA';'24';'NA';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'NA';'';'NO';'Power';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'316311-0001';'YES';'GCU Positioning Stage Motor';'BASELINE';'CM GPM PSM';'CAB';'Electronic';'YES';'NO';'?';'Orientalmotor';'PKP268MD28B2';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15881';'126.50';'QUOTED';'1.1';'1';'';'NO';'NO';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CStepperMotor%5COrientalMotor\PKP';'';'NA';'24';'NA';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'NA';'';'NO';'Power';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'316321-0001';'YES';'GCU Focusing Stage Motor';'BASELINE';'CM GPM FSM';'CAB';'Electronic';'YES';'NO';'?';'Orientalmotor';'PKP268MD28B2';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15881';'126.50';'QUOTED';'1.1';'1';'';'NO';'NO';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CStepperMotor%5COrientalMotor\PKP';'';'NA';'24';'NA';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'NA';'';'NO';'Power';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'?';'YES';'?';'BASELINE';'?';'CAB';'Optical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Light';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'?';'YES';'?';'BASELINE';'?';'CAB';'Optical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Light';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'318230-0026';'YES';'Continuum QTH Lamp Photodiode Connector';'BASELINE';'CM LQTH Ph C';'CAB/IAC';'Optical/Mechanical';'YES';'YES';'THORLABS';'THORLABS';'ADASMA';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15899';'17.27';'ESTIMATED';'0.01';'1';'STAINLESS STEEL';'NO';'NO';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5COptical%20Fibres\SMA';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Signal';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'';'YES';'';'BASELINE';'';'IAC';'Optical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Light';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'?';'YES';'?';'BASELINE';'?';'CAB';'Optical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Light';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'?';'YES';'?';'BASELINE';'?';'CAB';'Optical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Light';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'318230-0027';'YES';'Ne Lamp Photodiode Connector';'BASELINE';'CM LNe Ph C';'CAB/IAC';'Optical/Mechanical';'YES';'YES';'THORLABS';'THORLABS';'ADASMA';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15899';'17.27';'ESTIMATED';'0.01';'1';'STAINLESS STEEL';'NO';'NO';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5COptical%20Fibres\SMA';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Signal';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'';'YES';'';'BASELINE';'';'IAC';'Optical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Light';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'?';'YES';'?';'BASELINE';'?';'CAB';'Optical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Light';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'?';'YES';'?';'BASELINE';'?';'CAB';'Optical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Light';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'318230-0028';'YES';'Ar Lamp Photodiode Connector';'BASELINE';'CM LAr Ph C';'CAB/IAC';'Optical/Mechanical';'YES';'YES';'THORLABS';'THORLABS';'ADASMA';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15899';'17.27';'ESTIMATED';'0.01';'1';'STAINLESS STEEL';'NO';'NO';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5COptical%20Fibres\SMA';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Signal';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'';'YES';'';'BASELINE';'';'IAC';'Optical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Light';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'?';'YES';'?';'BASELINE';'?';'CAB';'Optical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Light';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'?';'YES';'?';'BASELINE';'?';'CAB';'Optical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Light';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'318230-0029';'YES';'Kr Lamp Photodiode Connector';'BASELINE';'CM LKr Ph C';'CAB/IAC';'Optical/Mechanical';'YES';'YES';'THORLABS';'THORLABS';'ADASMA';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15899';'17.27';'ESTIMATED';'0.01';'1';'STAINLESS STEEL';'NO';'NO';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5COptical%20Fibres\SMA';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Signal';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'';'YES';'';'BASELINE';'';'IAC';'Optical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Light';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'?';'YES';'?';'BASELINE';'?';'CAB';'Optical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Light';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'?';'YES';'?';'BASELINE';'?';'CAB';'Optical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Light';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'318230-0030';'YES';'Xe Lamp Photodiode Connector';'BASELINE';'CM LXe Ph C';'CAB/IAC';'Optical/Mechanical';'YES';'YES';'THORLABS';'THORLABS';'ADASMA';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15899';'17.27';'ESTIMATED';'0.01';'1';'STAINLESS STEEL';'NO';'NO';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5COptical%20Fibres\SMA';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Signal';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'';'YES';'';'BASELINE';'';'IAC';'Optical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Light';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'?';'YES';'?';'BASELINE';'?';'CAB';'Optical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Light';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'?';'YES';'?';'BASELINE';'?';'CAB';'Optical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Light';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'318230-0031';'YES';'Integrating Sphere Detector Connector';'BASELINE';'CM ISD C';'CAB/IAC';'Optical/Mechanical';'YES';'YES';'THORLABS';'THORLABS';'ADASMA';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15899';'17.27';'ESTIMATED';'0.01';'1';'STAINLESS STEEL';'NO';'NO';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5COptical%20Fibres\SMA';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Signal';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'';'YES';'';'BASELINE';'';'IAC';'Optical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Light';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'?';'YES';'?';'BASELINE';'?';'CAB';'Optical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Light';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'?';'YES';'?';'BASELINE';'?';'CAB';'Optical/Mechanical';'YES';'NO';'?';'?';'?';'?';'?';'?';'?';'1';'?';'NO';'NO';'';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Light';'NA';'NA';'NA';'NA';'NA';'NA'
'7';'318230-0042';'YES';'GCU Integrating Sphere Connector';'BASELINE';'CM GIS C';'CAB/IAC';'Optical/Mechanical';'YES';'YES';'THORLABS';'THORLABS';'ADASMA';'https://knuth.cab.inta-csic.es/harmoni/out/out.ViewDocument.php?documentid=15899';'17.27';'ESTIMATED';'0.01';'1';'STAINLESS STEEL';'NO';'NO';'https://sileno.cab.inta-csic.es/dana/fb/smb/wfb.cgi?t=p&v=resource_1676966872.783843.2&si=&ri=&pi=&sb=name&so=asc&dir=HRM%20CAD%5CLibraries%5CElectronic%5CConnectors%5COptical%20Fibres\SMA';'';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NO';'0';'';'';'NA';'';'NO';'Signal';'NA';'NA';'NA';'NA';'NA';'NA'
